trade_date,close_price,portfolio_value_A2C_RawPrice,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_A2C_RawPrice
2022-10-18,143.75,143.75,143.75,143.75,143.75,143.75,143.75,143.75,0.0
2022-10-19,143.860001,143.860001,143.75,143.75,143.75,143.75,143.75,143.860001,0.11000100000001112
2022-10-20,143.389999,143.389999,143.75,143.28035738196607,143.75,143.28035738196607,143.75,143.389999,-0.3600010000000111
2022-10-21,147.270004,147.270004,143.75,147.1573955779411,143.75,147.1573955779411,143.75,147.270004,3.520004
2022-10-24,149.449997,149.449997,143.75,149.3357216697781,143.75,149.3357216697781,143.75,149.449997,5.699996999999996
2022-10-25,152.339996,152.339996,143.75,152.22351086317593,143.75,152.22351086317593,143.75,152.339996,8.589996000000014
2022-10-26,149.350006,149.350006,140.9286065788002,149.23580712681908,143.75,149.23580712681908,143.75,149.350006,5.600006000000008
2022-10-27,144.800003,144.800003,140.9286065788002,149.23580712681908,143.75,144.6892832375971,143.75,144.800003,1.0500030000000038
2022-10-28,155.740005,155.740005,140.9286065788002,149.23580712681908,143.75,155.62092008292143,143.75,155.740005,11.990004999999996
2022-10-31,153.339996,153.339996,138.75684650889025,146.93603013485978,143.75,153.22274622394866,143.75,153.339996,9.589996000000014
2022-11-01,150.649994,150.649994,136.32267274888434,144.35837117277896,143.75,150.53480110499927,143.75,150.649994,6.899993999999992
2022-11-14,148.279999,148.279999,136.32267274888434,144.35837117277896,143.75,148.16661829614475,143.75,148.279999,4.529999000000004
2022-11-15,150.039993,150.039993,136.32267274888434,144.35837117277896,143.75,149.92526653569257,143.75,150.039993,6.28999300000001
2022-11-16,148.789993,148.789993,136.32267274888434,143.15570540108718,143.75,148.67622233472667,143.75,148.789993,5.03999300000001
2022-11-17,150.720001,150.720001,136.32267274888434,145.01262904964022,143.75,150.6047545749009,143.75,150.720001,6.970000999999996
2022-11-18,151.289993,151.289993,136.83821701885475,145.56103694447074,143.75,151.1743107366585,143.75,151.289993,7.53999300000001
2022-11-21,148.009995,148.009995,133.8715364787518,142.40524388381675,143.75,147.89682075179465,143.75,148.009995,4.2599950000000035
2022-11-22,150.179993,150.179993,133.8715364787518,142.40524388381675,143.75,150.06515948620074,143.75,150.179993,6.429992999999996
2022-11-23,151.070007,151.070007,133.8715364787518,142.40524388381675,143.75,150.95449294658354,143.75,151.070007,7.320007000000004
2022-11-25,148.110001,148.110001,131.24851051168264,142.40524388381675,140.93341932359877,147.99675028328411,143.75,148.110001,4.360001000000011
2022-11-28,144.220001,144.220001,131.24851051168264,142.40524388381675,137.23190695125868,144.10972472987817,143.75,144.220001,0.47000099999999634
2023-01-06,129.619995,129.619995,131.24851051168264,142.40524388381675,137.23190695125868,129.52088246718418,143.75,129.619995,-14.130005000000011
2023-01-09,130.149994,130.149994,131.24851051168264,142.40524388381675,137.23190695125868,129.52088246718418,143.75,130.149994,-13.600006000000008
2023-01-10,130.729996,130.729996,131.24851051168264,143.03986032692703,137.23190695125868,129.52088246718418,143.75,130.729996,-13.020004
2023-01-11,133.490005,133.490005,131.24851051168264,146.05975869716076,137.23190695125868,129.52088246718418,143.75,133.490005,-10.259995000000004
2023-01-12,133.410004,133.410004,131.24851051168264,145.9722246023382,137.23190695125868,129.52088246718418,143.75,133.410004,-10.339996000000014
2023-01-13,134.759995,134.759995,131.24851051168264,147.4493341410137,137.23190695125868,130.831519004177,143.75,134.759995,-8.990004999999996
2023-01-17,135.940002,135.940002,131.24851051168264,148.74045355988676,137.23190695125868,131.97712685497547,143.75,135.940002,-7.809998000000007
2023-01-18,135.210007,135.210007,131.24851051168264,147.94172039967648,137.23190695125868,131.26841241256653,143.75,135.210007,-8.53999300000001
2023-01-19,135.270004,135.270004,131.24851051168264,148.007366867684,137.23190695125868,131.32666040111607,143.75,135.270004,-8.479996
2023-01-20,137.869995,137.869995,131.24851051168264,148.007366867684,137.23190695125868,133.85085737757922,143.75,137.869995,-5.880005000000011
2023-01-23,141.110001,141.110001,134.33290869091604,151.48560560045178,137.23190695125868,136.99641186177647,143.75,141.110001,-2.639998999999989
2023-01-24,142.529999,142.529999,135.684708423915,153.01001390218107,137.23190695125868,138.37501457931808,143.75,142.529999,-1.2200009999999963
2023-01-25,141.860001,141.860001,135.04688842873907,152.29075196424736,137.23190695125868,137.72454812545868,143.75,141.860001,-1.8899989999999889
2023-01-26,143.960007,143.960007,137.04603740648142,152.29075196424736,137.23190695125868,139.76333548885893,143.75,143.960007,0.21000699999999028
2023-01-27,145.929993,145.929993,138.92141085687481,154.37473803476095,137.23190695125868,141.6758931495873,143.75,145.929993,2.179992999999996
2023-01-30,143.0,143.0,136.13213667825707,151.27519083051567,137.23190695125868,138.83131427540727,143.75,143.0,-0.75
2023-01-31,144.289993,144.289993,137.3601751635018,151.27519083051567,137.23190695125868,140.0837018530022,143.75,144.289993,0.5399930000000097
2023-02-02,150.820007,150.820007,143.57657207510272,151.27519083051567,137.23190695125868,146.4233551806722,143.75,150.820007,7.070007000000004
2023-02-03,154.5,154.5,147.0798259915435,154.96629027019387,137.23190695125868,149.99607031853444,143.75,154.5,10.75
2023-02-06,151.729996,151.729996,144.44285701862518,152.18792623191814,134.77149962968835,147.30681650127474,141.17273090614887,151.729996,7.979996
2023-02-07,154.649994,154.649994,147.22261622727018,152.18792623191814,137.36513648298194,150.14169174618075,141.17273090614887,154.649994,10.899993999999992
2023-02-08,151.919998,151.919998,144.6237337894863,152.18792623191814,134.94026556356894,147.49127962977093,141.17273090614887,151.919998,8.169997999999993
2023-02-09,150.869995,150.869995,143.6241593006151,152.18792623191814,134.00761887104764,146.47188594807076,141.17273090614887,150.869995,7.119994999999989
2023-02-10,151.009995,151.009995,143.75743551834208,152.18792623191814,134.13197140809086,146.60780471729146,141.17273090614887,151.009995,7.2599950000000035
2023-02-13,153.850006,153.850006,146.46104926393477,152.18792623191814,136.65456121580965,149.36502471509996,141.17273090614887,153.850006,10.100006000000008
2023-02-14,153.199997,153.199997,145.84225825673127,152.18792623191814,136.07720215687448,148.7339645489402,141.17273090614887,153.199997,9.449996999999996
2023-02-15,155.330002,155.330002,147.8699654720136,152.18792623191814,137.96914162590824,150.80187639203945,141.17273090614887,155.330002,11.580002000000007
2023-02-16,153.710007,153.710007,146.32777399818076,152.18792623191814,136.53020956699882,149.22910691672763,141.17273090614887,153.710007,9.96000699999999
2023-02-17,152.550003,152.550003,145.22348152912258,152.18792623191814,135.49985642142545,148.10291894550573,141.17273090614887,152.550003,8.800003000000004
2023-02-21,148.479996,148.479996,141.34894482139205,152.18792623191814,131.88474430547095,144.15155935865184,141.17273090614887,148.479996,4.729996
2023-03-06,153.830002,153.830002,141.34894482139205,152.18792623191814,136.63679301473098,149.34560386467504,141.17273090614887,153.830002,10.080002000000007
2023-03-07,151.600006,151.600006,139.29988041615383,152.18792623191814,134.65603829904373,149.34560386467504,141.17273090614887,151.600006,7.850006000000008
2023-03-08,152.869995,152.869995,140.466828363569,152.18792623191814,135.78408368595066,150.59670720636285,141.17273090614887,152.869995,9.119994999999989
2023-03-09,150.589996,150.589996,138.37181797122807,152.18792623191814,133.75891468519364,148.35061344653906,141.17273090614887,150.589996,6.8399960000000135
2023-03-10,148.5,148.5,138.37181797122807,152.18792623191814,131.90251250654958,146.29169720418244,141.17273090614887,148.5,4.75
2023-03-13,150.470001,150.470001,138.37181797122807,152.18792623191814,133.65233123746148,146.29169720418244,141.17273090614887,150.470001,6.720000999999996
2023-03-14,152.589996,152.589996,138.37181797122807,152.18792623191814,135.53537950009667,146.29169720418244,141.17273090614887,152.589996,8.839996000000014
2023-03-15,152.990005,152.990005,138.73455454627097,152.18792623191814,135.8906804571689,146.29169720418244,141.17273090614887,152.990005,9.240004999999996
2023-03-16,155.850006,155.850006,141.32806361071533,152.18792623191814,138.43102603071267,149.02647978227085,141.17273090614887,155.850006,12.100006000000008
2023-03-17,155.0,155.0,140.55726029077522,151.35789321655406,137.67602315498442,148.21368929720788,140.4027747708465,155.0,11.25
2023-03-20,157.399994,157.399994,142.73362533177067,153.70149344605323,139.8077756034736,150.50860520063472,142.5767477839651,157.399994,13.649993999999992
2023-03-21,159.279999,159.279999,144.43845341004783,155.53732309790217,141.4776569706445,152.30629860029407,144.27970209740423,159.279999,15.529999000000004
2023-03-22,157.830002,157.830002,143.1235656310166,154.12139734893236,140.18972264453703,150.9197863110045,142.96625950250487,157.830002,14.080002000000007
2023-03-23,158.929993,158.929993,144.1210606071747,154.12139734893236,141.166770298642,151.97161679038337,142.96625950250487,158.929993,15.179992999999996
2023-03-24,160.25,160.25,145.3180707199789,155.40146613588797,142.33924329410488,153.23383038630683,144.15367831342198,160.25,16.5
2023-03-27,158.279999,158.279999,143.5316323759138,153.49106960740644,140.58942456319298,151.3500812499895,142.38155419216696,158.279999,14.529999000000004
2023-03-28,157.649994,157.649994,142.96033059030418,153.49106960740644,140.02983370533647,150.74765953821085,142.38155419216696,157.649994,13.899993999999992
2023-03-29,160.770004,160.770004,145.78962128501271,153.49106960740644,142.80112769890928,153.7310672333346,142.38155419216696,160.770004,17.020004
2023-03-30,162.360001,162.360001,147.23146400882274,155.00907877659554,144.21341456205997,155.25144995166684,143.78969152119808,162.360001,18.61000100000001
2023-03-31,164.899994,164.899994,149.53478308777593,157.43407244870693,146.46951865935995,157.68023532791898,146.03916680874752,164.899994,21.149993999999992
2023-04-03,166.169998,166.169998,150.6864494284103,158.64657644519676,147.597577369753,158.89463518767516,147.16391109469197,166.169998,22.419997999999993
2023-04-04,165.630005,165.630005,150.19677241772516,158.13103187165487,147.11793808735607,158.37828451203217,146.68568107242433,165.630005,21.88000500000001
2023-04-05,163.759995,163.759995,148.50100801568416,158.13103187165487,145.45693460309764,156.5901485047891,146.68568107242433,163.759995,20.009995000000004
2023-04-14,165.210007,165.210007,149.8159093970309,158.13103187165487,146.7448822526912,157.97667513733893,146.68568107242433,165.210007,21.46000699999999
2023-04-17,165.229996,165.229996,149.83403584268223,158.13103187165487,146.76263713028376,157.99578896595418,146.68568107242433,165.229996,21.479996
2023-04-18,166.470001,166.470001,150.9584984591136,158.13103187165487,147.8640497566857,159.18150326141858,146.68568107242433,166.470001,22.720000999999996
2023-04-19,167.630005,167.630005,152.01041448599324,158.13103187165487,148.8944029022591,160.2907192126413,146.68568107242433,167.630005,23.88000500000001
2023-04-20,166.649994,166.649994,151.12171989751047,157.2065544746902,148.0239253724001,159.35361569095195,145.82811633636487,166.649994,22.899993999999992
2023-04-21,165.020004,165.020004,149.64361068008236,157.2065544746902,146.5761154305782,157.79499097212903,145.82811633636487,165.020004,21.270004
2023-04-24,165.330002,165.330002,149.92472338702186,157.2065544746902,146.85146570042338,158.09141643828875,145.82811633636487,165.330002,21.580002000000007
2023-04-25,163.770004,163.770004,148.51008438741482,157.2065544746902,145.46582492126382,156.59971928424832,145.82811633636487,163.770004,20.020004
2023-04-26,163.759995,163.759995,148.51008438741482,157.2065544746902,145.45693460309764,156.59971928424832,145.82811633636487,163.759995,20.009995000000004
2023-04-27,168.410004,168.410004,148.51008438741482,157.2065544746902,149.58722329183882,156.59971928424832,145.82811633636487,168.410004,24.660003999999986
2023-04-28,169.679993,169.679993,149.63000701125782,157.2065544746902,150.7152686787458,157.78064628484435,145.82811633636487,169.679993,25.929992999999996
2023-05-01,169.589996,169.589996,149.55064437396098,157.2065544746902,150.63533042677238,157.69696060939944,145.82811633636487,169.589996,25.839996000000014
2023-05-02,168.539993,168.539993,148.6247134290449,156.23322257002943,149.70268373425105,156.7205923940788,144.92523312833924,168.539993,24.78999300000001
2023-05-03,167.449997,167.449997,147.66351519795913,156.23322257002943,148.73451396305853,155.7070358145008,144.92523312833924,167.449997,23.699996999999996
2023-05-05,173.570007,173.570007,153.06036324715117,156.23322257002943,154.17050517898588,161.397860737329,144.92523312833924,173.570007,29.820007000000004
2023-05-08,173.5,173.5,152.99862852100208,156.1702081160837,154.10832269283742,161.33276319984583,144.8667795915158,173.5,29.75
2023-05-09,171.770004,171.770004,151.47305494551608,154.61301021775523,152.57168418087593,159.72408864650473,143.4222899706155,171.770004,28.020004
2023-05-10,173.559998,173.559998,153.05153694586664,154.61301021775523,154.1616148608197,161.38855365014246,143.4222899706155,173.559998,29.809998000000007
2023-05-11,173.75,173.75,153.21908763990842,154.78227030940027,154.3303807947003,161.56523115834705,143.57929920231066,173.75,30.0
2023-05-12,172.570007,172.570007,152.1785267715258,153.73109335694443,153.28227277153437,160.46798890332414,142.604205285743,172.570007,28.820007000000004
2023-05-15,172.070007,172.070007,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,28.320007000000004
2023-05-16,172.070007,172.070007,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,28.320007000000004
2023-05-17,172.690002,172.690002,152.28434273941846,153.73109335694443,153.3888562192665,160.57956887404552,142.604205285743,172.690002,28.940001999999993
2023-05-18,175.050003,175.050003,154.36547770373082,153.73109335694443,155.4850855890845,162.7740673321689,142.604205285743,175.050003,31.300003000000004
2023-05-19,175.160004,175.160004,154.46248059788607,153.73109335694443,155.58279204213653,162.87635416378123,142.604205285743,175.160004,31.410003999999986
2023-05-22,174.199997,174.199997,153.6159114084304,152.88853271313263,154.73008271335624,161.98367069403372,141.82262825801155,174.199997,30.449996999999996
2023-05-23,171.559998,171.559998,151.2878639946159,152.88853271313263,152.38515004591667,159.5288099821327,141.82262825801155,171.559998,27.809998000000007
2023-05-24,171.839996,171.839996,151.2878639946159,152.88853271313263,152.63385334353828,159.7891722359104,141.82262825801155,171.839996,28.089996000000014
2023-05-25,172.990005,172.990005,152.30033145990018,152.88853271313263,153.65532860619916,159.7891722359104,141.82262825801155,172.990005,29.240004999999996
2023-05-26,175.429993,175.429993,154.44849592268622,152.88853271313263,155.82260502159198,159.7891722359104,141.82262825801155,175.429993,31.679992999999996
2023-05-30,177.300003,177.300003,156.09485198142687,152.88853271313263,157.48360850585038,159.7891722359104,141.82262825801155,177.300003,33.550003000000004
2023-05-31,177.25,177.25,156.0508293601547,152.88853271313263,157.4391942207806,159.74410772466325,141.82262825801155,177.25,33.5
2023-06-01,180.089996,180.089996,158.55116070672463,155.33819602117873,159.96177070501327,162.3036147879164,144.09498762028088,180.089996,36.33999600000001
2023-06-02,180.949997,180.949997,159.30830524438647,156.07999738096333,160.72565146365395,163.07867877881802,144.78309821054614,180.949997,37.199996999999996
2023-06-05,179.580002,179.580002,158.1021621923737,154.8982962505017,159.50877750660743,161.84398975843862,143.686927312942,179.580002,35.83000200000001
2023-06-06,179.210007,179.210007,157.77641874182865,154.8982962505017,159.1801359570124,161.51053688883303,143.686927312942,179.210007,35.46000699999999
2023-06-14,183.949997,183.949997,161.94950404878966,154.8982962505017,163.39034868600848,165.78238723113952,143.686927312942,183.949997,40.199996999999996
2023-06-15,186.009995,186.009995,163.76312546701396,156.63295341648924,165.2201056688938,167.63893189926137,145.29603189417668,186.009995,42.259995
2023-06-16,184.919998,184.919998,162.80349254261296,155.71510247345194,164.25193500946887,166.6565871986263,144.44461399657092,184.919998,41.16999799999999
2023-06-20,185.009995,185.009995,162.88272586554626,155.71510247345194,164.33187326144227,166.7376957484875,144.44461399657092,185.009995,41.259995
2023-06-21,183.960007,183.960007,161.95831684880034,155.71510247345194,163.39923989240708,165.79140860500877,144.44461399657092,183.960007,40.21000699999999
2023-06-22,187.0,187.0,164.63472547446503,155.71510247345194,166.09946019343283,168.5311601947082,144.44461399657092,187.0,43.25
2023-06-23,186.679993,186.679993,164.35299143919815,155.44863229806572,165.81521960542148,168.24275831780753,144.19743064046824,186.679993,42.929992999999996
2023-06-26,185.270004,185.270004,163.11163768552427,155.44863229806572,164.56282168147135,166.97202525881406,144.19743064046824,185.270004,41.520004
2023-06-27,188.059998,188.059998,165.56794729122163,155.44863229806572,167.04098476886662,169.4864687120562,144.19743064046824,188.059998,44.30999800000001
2023-06-28,189.25,189.25,166.61562457776742,156.43227680141172,168.09798311019873,170.55894153394934,145.10988003258734,189.25,45.5
2023-06-29,189.589996,189.589996,166.91495692066806,156.71331430938199,168.39997857580263,170.86535822026786,145.37057635370522,189.589996,45.83999600000001
2023-06-30,193.970001,193.970001,170.7711115770947,160.33378540344575,172.2904409616023,174.812777066838,148.72900171746812,193.970001,50.220000999999996
2023-07-03,192.460007,192.460007,169.44171346127604,159.0856385110998,170.94921535574494,173.45191588658642,147.5711943294104,192.460007,48.71000699999999
2023-07-05,191.330002,191.330002,168.4468575096195,158.15158696580534,169.9455082941627,172.43351453003123,146.70474841138545,191.330002,47.58000200000001
2023-07-17,193.990005,193.990005,170.78872309072244,158.15158696580534,172.30820916268092,174.8308053947981,146.70474841138545,193.990005,50.240005
2023-07-18,193.729996,193.729996,170.55981127074443,158.15158696580534,172.07726074265187,174.59647588447154,146.70474841138545,193.729996,49.979996
2023-07-19,195.100006,195.100006,171.76596752875125,158.15158696580534,173.29414802318453,175.83117842339323,146.70474841138545,195.100006,51.35000600000001
2023-07-20,193.130005,193.130005,170.03157943346022,158.15158696580534,171.54432929227264,174.0557423051326,146.70474841138545,193.130005,49.38000500000001
2023-07-21,191.940002,191.940002,168.9839012665148,158.15158696580534,170.4873300627081,172.98326858200326,146.70474841138545,191.940002,48.19000199999999
2023-07-24,192.75,192.75,169.69702318290447,158.15158696580534,171.20679653627903,172.98326858200326,146.70474841138545,192.75,49.0
2023-07-25,193.619995,193.619995,170.46296643418336,158.15158696580534,171.9795542895998,172.98326858200326,146.70474841138545,193.619995,49.86999499999999
2023-07-26,194.5,194.5,171.237722485473,158.15158696580534,172.76120324931918,172.98326858200326,146.70474841138545,194.5,50.75
2023-07-27,193.220001,193.220001,170.1108118759939,158.15158696580534,171.62426665601365,171.8448705830228,146.70474841138545,193.220001,49.470000999999996
2023-07-28,195.830002,195.830002,172.40865571622427,158.15158696580534,173.9425541276945,174.16613795568244,146.70474841138545,195.830002,52.08000200000001
2023-07-31,196.449997,196.449997,172.95449906713625,158.15158696580534,174.49325377915238,174.71754547035854,146.70474841138545,196.449997,52.699996999999996
2023-08-01,195.610001,195.610001,172.21496692350178,158.15158696580534,173.74714210982276,173.9704747573724,146.70474841138545,195.610001,51.86000100000001
2023-08-23,181.119995,181.119995,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,181.119995,37.36999499999999
2023-08-24,176.380005,176.380005,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,176.380005,32.63000500000001
2023-08-25,178.610001,178.610001,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,178.610001,34.86000100000001
